"셀렉스 프로핏 웨이프로틴 초콜릿, 330ml, 24개","36,440",내일(토) 도착 보장,5.0,https://www.coupang.com/vp/products/7663074272?itemId=20420750303&vendorItemId=86829131983&sourceType=CATEGORY&categoryId=194176,product19
"경남제약 레모나산 틴케이스 120포 + 쇼핑백, 240g, 1세트","19,150",내일(토) 도착 보장,5.0,https://www.coupang.com/vp/products/7251718191?itemId=18448178046&vendorItemId=70647203367&sourceType=CATEGORY&categoryId=194176,product20
"모산김치 갓담근 배추 겉절이 김치, 1.5kg, 1개","12,000",모레(일) 새벽 도착 보장,4.5,https://www.coupang.com/vp/products/6424880263?itemId=19262068639&vendorItemId=86377502239&sourceType=CATEGORY&categoryId=194176,product21
"베지밀 달콤한 비 두유, 190ml, 48개","31,020",내일(토) 새벽 도착 보장,5.0,https://www.coupang.com/vp/products/1555555318?itemId=19565479660&vendorItemId=86673360667&sourceType=CATEGORY&categoryId=194176,product22
"도드람 한돈 1등급 목심 구이용 (냉장), 1kg, 1개","23,900",내일(토) 새벽 도착 보장,5.0,https://www.coupang.com/vp/products/188172346?itemId=537362344&vendorItemId=4403158598&sourceType=CATEGORY&categoryId=194176,product23
"오뚜기 옛날물엿 2.45kgX6(1박스), 2.45kg, 1개","55,900",11/14(화) 도착 예정,5.0,https://www.coupang.com/vp/products/35151?itemId=14789990568&vendorItemId=85337717296&sourceType=CATEGORY&categoryId=194176,product24
"솔가 엽산 800, 100정, 1개","23,590",내일(토) 도착 보장,5.0,https://www.coupang.com/vp/products/1253935016?itemId=10390653166&vendorItemId=3001142330&sourceType=CATEGORY&categoryId=194176,product25
"해화당 뼈없는 갈비탕 900g 5팩, 5개","38,700",내일(토) 도착 보장,4.0,https://www.coupang.com/vp/products/6855276102?itemId=14229769697&vendorItemId=87236327906&sourceType=CATEGORY&categoryId=194176,product26
"상하목장 유기농 멸균 바나나우유, 바나나맛, 125ml, 24개","19,110",내일(토) 도착 보장,5.0,https://www.coupang.com/vp/products/7478336413?itemId=17922648542&vendorItemId=3000244421&sourceType=CATEGORY&categoryId=194176,product27
"종근당건강 락토핏 골드, 160g, 1개","18,500",내일(토) 도착 보장,5.0,https://www.coupang.com/vp/products/7458810098?itemId=623694660&vendorItemId=4637889550&sourceType=CATEGORY&categoryId=194176,product28
"내츄럴플러스 프로폴리스 1000, 180정, 1개","18,140",내일(토) 도착 보장,5.0,https://www.coupang.com/vp/products/20894936?itemId=81578249&vendorItemId=3138837561&sourceType=CATEGORY&categoryId=194176,product29
"매일 소화가 잘되는 우유, 190ml, 24개","17,950",내일(토) 도착 보장,5.0,https://www.coupang.com/vp/products/4866946618?itemId=6318956874&vendorItemId=3025163213&sourceType=CATEGORY&categoryId=194176,product30
"하루틴 리포좀 비타민C 1100mg x 90정 3개월 틴케이스 단품, 1개","46,850",내일(토) 도착 보장,4.5,https://www.coupang.com/vp/products/6669533770?itemId=17052895568&vendorItemId=83559444559&sourceType=CATEGORY&categoryId=194176,product31
"종근당건강 프로메가 알티지 오메가3 듀얼 플러스, 60정, 3개","35,400",내일(토) 도착 보장,5.0,https://www.coupang.com/vp/products/7358278791?itemId=19421831884&vendorItemId=78766007743&sourceType=CATEGORY&categoryId=194176,product32
"하림 자연실록 무항생제 인증 닭봉 윗날개 (냉장), 350g, 2팩","12,980",내일(토) 새벽 도착 보장,5.0,https://www.coupang.com/vp/products/162464628?itemId=2742822178&vendorItemId=70732857572&sourceType=CATEGORY&categoryId=194176,product33
"티젠 콤부차 파인애플, 5g, 50개입, 1개","17,200",내일(토) 도착 보장,5.0,https://www.coupang.com/vp/products/6456346159?itemId=17094183500&vendorItemId=84268045800&sourceType=CATEGORY&categoryId=194176,product34
"곰곰 갈비탕, 600g, 5개","23,400",내일(토) 새벽 도착 보장,4.5,https://www.coupang.com/vp/products/187491448?itemId=535867426&vendorItemId=5016395895&sourceType=CATEGORY&categoryId=194176,product35
"오뚜기 골드마요네스 스텐딩파우치 3.2kg, 3개","39,450",내일(토) 도착 보장,5.0,https://www.coupang.com/vp/products/7677600227?itemId=17905194686&vendorItemId=85067944094&sourceType=CATEGORY&categoryId=194176,product36
"얼라이브 원스데일리 포맨 멀티비타민, 80정, 1개","25,400",내일(토) 도착 보장,5.0,https://www.coupang.com/vp/products/7460287402?itemId=20000650509&vendorItemId=81352051865&sourceType=CATEGORY&categoryId=194176,product37
"종근당건강 헬씨칸 로얄 밀크시슬, 30정, 3개","25,370",내일(토) 도착 보장,5.0,https://www.coupang.com/vp/products/1471365225?itemId=2529340426&vendorItemId=85201755344&sourceType=CATEGORY&categoryId=194176,product38
"광동 대추쌍화, 150ml, 40개","29,200",내일(토) 도착 보장,5.0,https://www.coupang.com/vp/products/95526559?itemId=294701682&vendorItemId=3725128327&sourceType=CATEGORY&categoryId=194176,product39
"포카리스웨트, 48개, 340ml","29,200",내일(토) 도착 보장,5.0,https://www.coupang.com/vp/products/7078107918?itemId=17490882599&vendorItemId=85191199992&sourceType=CATEGORY&categoryId=194176,product40
"잇메이트 닭가슴살 스테이크 혼합 구성 18팩 (냉동), 1세트","28,620",내일(토) 새벽 도착 보장,5.0,https://www.coupang.com/vp/products/2371429478?itemId=4129338793&vendorItemId=72113265284&sourceType=CATEGORY&categoryId=194176,product41
"동원 쎈쿡 100% 발아현미밥, 195g, 24개","27,870",내일(토) 도착 보장,5.0,https://www.coupang.com/vp/products/5092859?itemId=20153239950&vendorItemId=4408655485&sourceType=CATEGORY&categoryId=194176,product42
"루카스나인 시그니처 더블샷 라떼, 14.9g, 50개입, 2개","29,900",내일(토) 도착 보장,5.0,https://www.coupang.com/vp/products/7615025847?itemId=17910000732&vendorItemId=85072689919&sourceType=CATEGORY&categoryId=194176,product43
"광동 진한 헛개차, 500ml, 40개","31,000",내일(토) 도착 보장,5.0,https://www.coupang.com/vp/products/7246082815?itemId=18421690875&vendorItemId=85321087506&sourceType=CATEGORY&categoryId=194176,product44
"스타벅스 하우스 블렌드, 홀빈, 1.13kg, 1개","41,300",내일(토) 도착 보장,5.0,https://www.coupang.com/vp/products/21270164?itemId=83153555&vendorItemId=3141641846&sourceType=CATEGORY&categoryId=194176,product45
"종가 총각김치, 2.5kg, 1개","20,450",내일(토) 새벽 도착 보장,4.5,https://www.coupang.com/vp/products/5140279812?itemId=539099411&vendorItemId=4409003842&sourceType=CATEGORY&categoryId=194176,product46
"오뚜기 오뚜기밥 찰현미, 210g, 24개","30,160",내일(토) 도착 보장,5.0,https://www.coupang.com/vp/products/10552023?itemId=17905184295&vendorItemId=85067933487&sourceType=CATEGORY&categoryId=194176,product47
"앱솔루트 명작 2FL 분유 2단계, 800g, 2개","36,980",내일(토) 도착 보장,5.0,https://www.coupang.com/vp/products/7308156780?itemId=18716584297&vendorItemId=84191425171&sourceType=CATEGORY&categoryId=194176,product48
"뉴트리디데이 칼슘 마그네슘 아연 비타민D, 90정, 3개","24,900",내일(토) 도착 보장,5.0,https://www.coupang.com/vp/products/7663082990?itemId=20420830222&vendorItemId=70027720811&sourceType=CATEGORY&categoryId=194176,product49
"동서 엄마순 보리차, 8g, 30개입, 1개","52,780",11/15(수) 도착 예정,5.0,https://www.coupang.com/vp/products/102524?itemId=19503132202&vendorItemId=86612274770&sourceType=CATEGORY&categoryId=194176,product50
"어부심 산지직송 산채로 포장한 신안군수 품질보증 생물새우, 1kg(30~40미), 1개","25,900",모레(일) 새벽 도착 보장,5.0,https://www.coupang.com/vp/products/7473580292?itemId=19505948971&vendorItemId=86614946235&sourceType=CATEGORY&categoryId=194176,product51
"달콤한 베지밀 비 검은콩 두유, 145ml, 24개입","16,900",내일(토) 도착 보장,5.0,https://www.coupang.com/vp/products/7464668602?itemId=19256308201&vendorItemId=4680094884&sourceType=CATEGORY&categoryId=194176,product52
"루솔 진한 배도라지즙 선물세트, 40개, 100ml","39,650",내일(토) 새벽 도착 보장,5.0,https://www.coupang.com/vp/products/1391879995?itemId=19565818211&vendorItemId=86673687604&sourceType=CATEGORY&categoryId=194176,product53
"다향오리 무항생제 인증 우리땅 오리 다리살 슬라이스 (냉장), 500g, 1개","13,570",내일(토) 새벽 도착 보장,4.5,https://www.coupang.com/vp/products/6625030243?itemId=15078633649&vendorItemId=82300826517&sourceType=CATEGORY&categoryId=194176,product54
"담터 둥굴레차, 1.2g, 70개입, 2개","42,420",11/14(화) 도착 예정,5.0,https://www.coupang.com/vp/products/5233223400?itemId=20458927329&vendorItemId=87538811393&sourceType=CATEGORY&categoryId=194176,product55
"동원 고추 참치, 85g, 8개","12,280",내일(토) 새벽 도착 보장,5.0,https://www.coupang.com/vp/products/5238674679?itemId=15281510734&vendorItemId=82502001723&sourceType=CATEGORY&categoryId=194176,product56
"비타민마을 와이즈 칼륨, 120정, 1개","13,600",내일(토) 도착 보장,5.0,https://www.coupang.com/vp/products/7413539890?itemId=18876873262&vendorItemId=87356790198&sourceType=CATEGORY&categoryId=194176,product57
"블루다이아몬드 아몬드 브리즈 오리지널, 950ml, 10개","23,900",내일(토) 도착 보장,5.0,https://www.coupang.com/vp/products/7425965787?itemId=4394968&vendorItemId=3006266833&sourceType=CATEGORY&categoryId=194176,product58
"얼라이브 원스 데일리 포맨 멀티 비타민, 60정, 1개","21,240",내일(토) 도착 보장,5.0,https://www.coupang.com/vp/products/7460287402?itemId=19443714454&vendorItemId=3000065023&sourceType=CATEGORY&categoryId=194176,product59
"웅진 빅토리아 청포도 스파클링 음료, 500ml, 40개","16,660",내일(토) 도착 보장,5.0,https://www.coupang.com/vp/products/131222787?itemId=18171813757&vendorItemId=85321154711&sourceType=CATEGORY&categoryId=194176,product60
