제품명,브랜드,가격,상품정보,썸네일
[단독기획]구달 흑당근 비타A 레티놀 탄력 앰플 30ml 기획 (+앰플 9ml*2ea),구달,"34,000","['내용물의 용량 또는 중량 30ml + 9ml*2', '제품 주요 사양 모든 피부용', '사용기한(또는 개봉 후 사용기간) 제조일로부터 30개월/ 개봉 후 6개월', '사용방법 적당량을 덜어 피부결을 따라 부드럽게 펴 발라준 후 가볍게 두드려 흡수 시켜 줍니다.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 한국콜마㈜/ ㈜클리오', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 정제수, 당근추출물(20%), 메틸프로판다이올, 글리세린, 다이프로필렌글라이콜, 1,2-헥산다이올, 카프릴릭/카프릭트라이글리세라이드, 나이아신아마이드, 폴리글리세린-3, 병풀추출물, 무화과추출물, 황벽나무껍질추출물, 쇠비름추출물, 로즈마리잎추출물, 마트리카리아꽃추출물, 귀리커넬추출물, 아티초크잎추출물, 돌콩추출물, 하이드로제네이티드레시틴, 녹차수, 소듐하이알루로네이트, 카놀라오일, 당근씨오일(0.004ppm), 해바라기씨오일, 베타인, 페닐트라이메티콘, 하이드록시에틸우레아, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 펜타에리스리틸테트라-다이-t-부틸하이드록시하이드로신나메이트, 소듐아크릴릭애씨드/엠에이코폴리머, 세라마이드엔피, 잔탄검, 엑토인, 부틸렌글라이콜, 수크로오스다이스테아레이트, 아데노신, 카보머, 다이소듐이디티에이, 트로메타민, 폴리쿼터늄-51, 베타-글루칸, 글리세릴스테아레이트, 레티놀(506IU), 에이치디아이/트라이메틸올헥실락톤크로스폴리머, 프로판다이올, 폴리비닐알코올, 토코페롤, 다이메틸실란올하이알루로네이트, 하이드롤라이즈드소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 테트라하이드로피페린, 포타슘하이알루로네이트, 플로레틴, 하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 하이드록시프로필트라이모늄하이알루로네이트, 소듐하이알루로네이트다이메틸실란올, 소듐아세틸레이티드하이알루로네이트, 알지닌, 베타-카로틴, 토코페릴아세테이트, 페닐프로판올, 에틸헥실글리세린, 카프릴릴글라이콜', '기능성 화장품 식품의약품안전처 심사필 여부 화장품법에 따른 기능성 화장품 심사(또는 보고)를 필함', '사용할 때의 주의사항 1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것.', '2. 상처가 있는 부위 등에는 사용을 자제할 것', '3. 보관 및 취급 시의 주의사항 1) 어린이의 손이 닿지 않는 곳에 보관할 것 2) 직사광선을 피해서 보관할 것', ""품질보증기준 본 제품에 이상이 있을 경우 공정거래위원회 고시 '소비자 분쟁 해결기준'에 의해 보상해드립니다."", '소비자상담 전화번호 080-080-1510']","['./prdimgs/page_12_prd_2_thumb1.jpg', './prdimgs/page_12_prd_2_thumb2.jpg', './prdimgs/page_12_prd_2_thumb3.jpg', './prdimgs/page_12_prd_2_thumb4.jpg']"
[NEW]바이오힐보 프로바이오덤 타이트닝 콜라겐 세럼 30ml 더블 기획(+세로모공 패치 3ea 증정),바이오힐보,"57,000","['내용물의 용량 또는 중량 (본) 30mL + (본) 30mL + (증) 세로모공패치3ea', '제품 주요 사양 모든 피부용', '사용기한(또는 개봉 후 사용기간) 제조일로부터 36개월', '사용방법 [콜라겐 세럼]', '매일 아침과 저녁, 에멀전 사용 후 내용물을 적당량 덜어 피부결을 따라 부드럽게 펴 발라준 후 가볍게 두드려 흡수시켜 줍니다.', '[세로모공 패치]', '1. 세안 후, 콜라겐 세럼으로 피부 바탕의 처진 세로모공을 1차 케어해줍니다. 2. 파우치를 개봉하여 세로모공', '겔 패치를 꺼내 양면의 필름을 제거합니다. 3. 세로모공이 집중된 애플존 부위 중심으로 매끈한 면을 피부 쪽으로 향하게', '하여 양볼에 각각 맞춰 붙여줍니다. 4. 약 30분간 패치를 붙이고 쫀쫀하게 당겨지는 타이트닝 효과를 느끼며 집중 케어', '해준 뒤 패치를 떼어내줍니다. 5. 필요시 콜라겐 크림으로 보습감을 더해주며 마무리 해줍니다', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 ■ 화장품책임판매업자: 씨제이올리브영 주식회사 ■ 화장품제조업자 : 코스맥스㈜', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 정제수, 글리세레스-26, 글리세린, 폴리글리세린-3, 부틸렌글라이콜, 1,2-헥산다이올, 네오펜틸글라이콜다이카프레이트, 나이아신아마이', '드, 트레할로오스, 하이드롤라이즈드콜라겐(10,200ppm), 시어버터, 자일리틸글루코사이드, 락토바실러스발효물(1,016.44ppm), 자일리톨, 동백나무꽃추출물, 바실러스발효물, 자일로오스, 리마콩씨추출물, 카프릴릭/카프릭트라이글리세라이드, 펜틸렌글라이콜, 프로판다이올, 판테놀, 트로메타민, 안하이드로자일리톨, 알란토인, 다이포타슘글리시리제이트, 에틸헥실글리세린, 아데노신, 글루코오스, 세라마이드엔피, 소듐파이테이트, 수크로오스, 팔미토일트라이펩타이드-5, 토코페롤, 카프릴로일살리실릭애씨드, 마이크로코쿠스용해물, 프룩토오스, 다이펩타이드다이아미노부티로일벤질아마이드다이아세테이트, 세틸하이드록시에틸셀룰로오스, 루틴, 헥사펩타이드-2, 아세틸테트라펩타이드-5, 덱스트란, 트라이펩타이드-1, 팔미토일헥사펩타이드-12, 바이오틴, 아세틸헥사펩타이드-8, 팔미토일테트라펩타이드-7, 팔미토일트라이펩타이드-1, 헥사펩타이드-9, 팔미토일펜타펩타이드-4, 카퍼트라이펩타이드-1, 베헤닐알코올, 카보머, 다이소듐이디티에이, 향료', '기능성 화장품 식품의약품안전처 심사필 여부 화장품법에 따른 기능성 화장품 심사(또는 보고)를 필함', '사용할 때의 주의사항 1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우에는 전문의 등과 상담할 것 2) 상처가 있는 부위 등에는 사용을 자제할 것 3) 보관 및 취급 시 주의사항 가) 어린이의 손이 닿지 않는 곳에 보관할 것 나) 직사광선을 피해서 보관할 것', ""품질보증기준 본 제품에 이상이 있을 경우 공정거래위원회 고시 '소비자분쟁해결기준'에 의거 보상해 드립니다."", '소비자상담 전화번호 1577-4887']","['./prdimgs/page_12_prd_3_thumb1.jpg', './prdimgs/page_12_prd_3_thumb2.jpg', './prdimgs/page_12_prd_3_thumb3.jpg']"
[단독기획] 토리든 다이브인 저분자 히알루론산 세럼 50ml 기획(+멀티패드 10매),토리든,"22,000","['내용물의 용량 또는 중량 [본품] 다이브인 세럼 50ml [증정] 다이브인 멀티패드 10매', '제품 주요 사양 모든 피부 타입', '사용기한(또는 개봉 후 사용기간) 별도표기 / 36개월 (개봉 후 12개월)', '사용방법 본 제품이 적당량을 덜어 피부에 골고루 펴 바른 후 톡톡 두들겨 흡수시켜 줍니다.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 (주)세레코/(주)토리든', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 [다이브인 세럼]', '정제수, 부틸렌글라이콜, 글리세린, 다이프로필렌글라이콜, 1,2-헥산다이올, 판테놀 , 소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드(500ppm), 소듐아세틸레이티드하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드소듐하이알루로네이트, 알란토인, 트레할로스, 베타인, 프로판다이올, 쇠비름추출물, 버지니아풍년화추출물, 마데카소사이드, 마데카식애씨드, 세라마이드엔피, 베타-글루칸, 말라카이트추출물, 콜레스테롤, 펜틸렌글라이콜, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 피브이엠/엠에이코폴리머, 폴리글리세릴-10라우레이트, 잔탄검, 트로메타민, 카보머, 에틸헥실글리세린,황금추출물,모란뿌리추출물', '', '[다이브인 멀티패드]', '정제수, 부틸렌글라이콜, 글리세린, 다이프로필렌글라이콜, 1,2-헥산다이올, 프로판다이올, 알란토인, 소듐하이알루로네이트(100ppm), 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드소듐하이알루로네이트, 하이알루로닉애씨드, 하이드롤라이즈드하이알루로닉애씨드, 판테놀, 케이프알로에잎추출물, 흰버드나무껍질추출물, 티트리추출물, 베타인, 세라마이드엔피, 버지니아풍년화수, 사과수, 접시꽃추출물, 글루코노락톤, 소듐시트레이트, 카프릴릴글라이콜, 폴리글리세릴-10라우레이트, 하이드로제네이티드레시틴, 소듐카복시메틸베타-글루칸, 벤질글라이콜, 하이드롤라이즈드글라이코사미노글리칸, 펜틸렌글라이콜, 옥탄다이올, 폴리글루타믹애씨드, 인도멀구슬나무잎추출물, 인도멀구슬나무꽃추출물, 아이비고드열매추출물, 가지열매추출물, 알로에베라꽃추출물, 홀리바질잎추출물, 울금뿌리추출물, 참산호말추출물, 카페인, 글리세릴아크릴레이트/아크릴릭애씨드코폴리머, 피브이엠/엠에이코폴리머, 다이포타슘글리시리제이트, 시트릭애씨드, 다이소듐이디티에이, 에틸헥실글리세린, 말라카이트추출물, 황금추출물, 모란뿌리추출물', '기능성 화장품 식품의약품안전처 심사필 여부 해당사항 없음', '사용할 때의 주의사항 1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의등과 상담할 것.', '2. 상처가 있는 부위 등에는 사용을 자세할 것.', '3. 보관 및 취급 시 주의사항', '가) 어린이의 손이 닿지 않는 곳에 보관할 것.', '나) 직사광선을 피해서 보관할 것', '품질보증기준 본 제품은 공정거래위원회고시 소비자분쟁해결 기준에 의거 교환 또는 보상 받을 수 있습니다.', '소비자상담 전화번호 1600-3584']","['./prdimgs/page_12_prd_4_thumb1.jpg', './prdimgs/page_12_prd_4_thumb2.jpg', './prdimgs/page_12_prd_4_thumb3.jpg']"
어퓨 마데카소사이드 테트라좀시카 앰플 50ml,어퓨,"28,000","['내용물의 용량 또는 중량 50ml', '제품 주요 사양 모든피부', '사용기한(또는 개봉 후 사용기간) 개봉전 36개월 (개봉후12개월)', '사용방법 토너 사용 후, 에센스 단계에서 적당량을 취하여 얼굴 전체에 부드럽게 펴 발라 흡수시켜 줍니다.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 (주)코스맥스, (주)에이블씨엔씨', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 정제수, 부틸렌글라이콜, 글리세린, 1,2-헥산다이올, 나이아신아마이드, 병풀잎추출물, 소듐하이알루로네이트, 락토바실러스발효용해물, 칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물, 해바라기씨오일, 효모발효추출물, 하이드록시에틸셀룰로오스, 마데카소사이드, 알지닌, 에틸헥실글리세린, 아데노신, 폴리쿼터늄-51, 바이오사카라이드검-1, 토코페롤, 아시아티코사이드, 마데카식애씨드, 다이프로필렌글라이콜, 아시아틱애씨드, 펜틸렌글라이콜, 카보머, 잔탄검', '기능성 화장품 식품의약품안전처 심사필 여부 화장품법에 따른 기능성 화장품 심사(또는 보고)를 필함', '사용할 때의 주의사항 1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우에는 전문의 등과 상담할 것', '2) 상처가 있는 부위 등에는 사용을 자제할 것', '3) 보관 및 취급 시 주의사항', '가) 어린이의 손이 닿지 않는 곳에 보관할 것 나) 직사광선을 피해서 보관할 것', '4) 눈 주위를 피하여 사용할 것. 만약 이상이 생겼을 경우 전문의와 상의하세요.', '품질보증기준 본 제품에 이상이 있을 경우 공정거래위원회 고시 소비자분쟁해결기준에 의하여 보상해 드립니다.', '소비자상담 전화번호 080-080-4936']","['./prdimgs/page_12_prd_5_thumb1.jpg', './prdimgs/page_12_prd_5_thumb2.jpg', './prdimgs/page_12_prd_5_thumb3.jpg']"
디오디너리 알파 알부틴 2% + 에이치에이 60ml,디오디너리,"25,900","['내용물의 용량 또는 중량 60ml', '제품 주요 사양 모든 피부 타입', '사용기한(또는 개봉 후 사용기간) 개봉 후 12개월(제조연월 별도표기)', '사용방법 아침저녁으로 몇 방울을 바릅니다. 아침에는 자외선 차단제와 함께 사용하세요. 자극이 발생할 경우 사용을 중단하고', '의사와 상의하시기 바랍니다. 손상되지 않은 피부에 지시된 대로만 사용하세요.', '사용 전 패치 테스트를 권장합니다. 패치 테스팅 가이드 카드 또는 당사 웹사이트의 패치 테스트 상세 가이드를 참조하세요.', '어린이의 손이 닿지 않는 곳에 보관합니다.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 제조원 : 데시엠뷰티그룹INC / 화장품책임판매업자 : 데시엠아시아퍼시픽㈜', '제조국 캐나다', '화장품법에 따라 기재해야 하는 모든 성분 정제수, 알파-알부틴, 폴리아크릴레이트크로스폴리머-6, 하이드롤라이즈드소듐하이알루로네이트, 프로판다이올, 피피지-26-부테스-26, 피이지-40하이드로제네이티드캐스터오일, 락틱애씨드, 트라이소듐에틸렌다이아민다이석시네이트, 에톡시다이글라이콜, 페녹시에탄올, 클로페네신', '기능성 화장품 식품의약품안전처 심사필 여부 해당사항 없음', '사용할 때의 주의사항 1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우에는 전문의 등과 상담할 것. 2. 상처가 있는 부위 등에는 사용을 자제할 것. 3. 보관 및 취급 시 주의사항 가) 어린이의 손이 닿지 않는 곳에 보관할 것. 나) 직사광선을 피해서 보관할 것. *성분별 추가 주의사항: 알부틴은 「인체적용시험자료」에서 구진과 경미한 가려움이 보고된 예가 있음.', '품질보증기준 본 상품에 이상이 있을 경우 공정거래위원회 고시 소비자분쟁해결기준에 의해 보상해드립니다.', '소비자상담 전화번호 소비자 상담실: 070-7775-2612']",['./prdimgs/page_12_prd_6_thumb1.jpg']
라로슈포제 시카플라스트 세럼 B5 30ml,라로슈포제,"48,000","['내용물의 용량 또는 중량 30ml', '제품 주요 사양 외부자극으로 지친피부 회복*! 판테놀10% 세럼! #시카세럼 #회복*세럼 #판테놀10%세럼 (*피부 컨디션 회복에 한함)', '사용기한(또는 개봉 후 사용기간) 제조일로부터 35개월/ 개봉후 6개월', '사용방법 아침 저녁 토너 사용 후 에센스 단계에서 이마와 양볼, 턱에 적당량을 덜어 부드럽게 마사지 해주어 스며들게 해줍니다', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 엘오케이(유)', '제조국 프랑스', '화장품법에 따라 기재해야 하는 모든 성분 정제수 판테놀 글리세린 변성알코올 다이메티콘 하이드록시에틸피페라진에탄설포닉애씨드 옥틸도데칸올 페녹시에탄올 소듐하이알루로네이트 카프릴릴글라이콜 암모늄폴리아크릴로일다이메틸타우레이트 시트릭애씨드 피이지-20메틸글루코오스세스퀴스테아레이트 잔탄검 비트레오스실라발효물 토코페롤', '기능성 화장품 식품의약품안전처 심사필 여부 해당사항 없음', '사용할 때의 주의사항 *더 자세한 내용은 각 제품 포장에 기재된 주의사항 참고*', '1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것', '2. 상처가 있는 부위 등에는 사용을 자제할 것', '3. 보관 및 취급 시의 주의사항', '1) 어린이의 손이 닿지 않는 곳에 보관할 것', '2) 직사광선을 피해서 보관할 것', ""품질보증기준 본 제품에 이상이 있을 경우, 공정거래위원회 고시 품목별 '소비자 분쟁 해결 기준' 에 의해 보상해드립니다."", '소비자상담 전화번호 080-344-0088']","['./prdimgs/page_12_prd_7_thumb1.jpg', './prdimgs/page_12_prd_7_thumb2.jpg']"
라로슈포제 시카플라스트 세럼 30ml 기획(+에빠 K 토너15ml+시카밤 3ml 증정),라로슈포제,"48,000","['내용물의 용량 또는 중량 30ml + 15ml + 3ml', '제품 주요 사양 외부자극으로 지친피부 회복*! 판테놀10% 세럼! #시카세럼 #회복*세럼 #판테놀10%세럼 (*피부 컨디션 회복에 한함)', '사용기한(또는 개봉 후 사용기간) 제조일로부터 35개월/ 개봉후 6개월', ""사용방법 '아침 저녁 토너 사용 후 에센스 단계에서 이마와 양볼, 턱에 적당량을 덜어 부드럽게 마사지 해주어 스며들게 해줍니다"", '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 엘오케이(유)', '제조국 프랑스', '화장품법에 따라 기재해야 하는 모든 성분 시카플라스트 울트라 리페어 세럼', '정제수 판테놀 글리세린 변성알코올 다이메티콘 하이드록시에틸피페라진에탄설포닉애씨드 피이지-20메틸글루코오스세스퀴스테아레이트 소듐하이알루로네이트 암모늄폴리아크릴로일다이메틸타우레이트 카프릴릴글라이콜 비트레오스실라발효물 시트릭애씨드 잔탄검 옥틸도데칸올 토코페롤 페녹시에탄올', '', '에빠끌라 K 로션', '정제수 변성알코올 소듐시트레이트 글리세린 부틸렌글라이콜 포타슘알룸 살리실릭애씨드 실리카 페녹시에탄올 마그네슘알루미늄실리케이트 락틱애씨드 징크글루코네이트 카퍼글루코네이트', '', '시카플라스트 밤 B5+', '정제수 하이드로제네이티드폴리아이소부텐 다이메티콘 글리세린 시어버터 판테놀 옥수수전분 프로판다이올 부틸렌글라이콜 세틸피이지/피피지-10/1다이메티콘 트라이하이드록시스테아린 병풀잎추출물 야콘뿌리즙 징크글루코네이트 마데카소사이드 망가니즈글루코네이트 알파-글루칸올리고사카라이드 실리카 알루미늄하이드록사이드 마그네슘설페이트 만노오스 카프릴로일글라이신 카프릴릴글라이콜 비트레오스실라발효물 시트릭애씨드 트라이소듐에틸렌다이아민다이석시네이트 락토바실러스 아세틸레이티드글라이콜스테아레이트 말토덱스트린 폴리글리세릴-4아이소스테아레이트 토코페롤 펜타에리스리틸테트라-다이-t-부틸하이드록시하이드로신나메이트 티타늄디옥사이드', '기능성 화장품 식품의약품안전처 심사필 여부 해당사항 없음', '사용할 때의 주의사항 *더 자세한 내용은 각 제품 포장에 기재된 주의사항 참고*', '1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것', '2. 상처가 있는 부위 등에는 사용을 자제할 것', '3. 보관 및 취급 시의 주의사항', '1) 어린이의 손이 닿지 않는 곳에 보관할 것', '2) 직사광선을 피해서 보관할 것', ""품질보증기준 본 제품에 이상이 있을 경우, 공정거래위원회 고시 품목별 '소비자 분쟁 해결 기준' 에 의해 보상해드립니다."", '소비자상담 전화번호 080-344-0088']","['./prdimgs/page_12_prd_8_thumb1.jpg', './prdimgs/page_12_prd_8_thumb2.jpg']"
라로슈포제 히알루B5 아이 세럼 15ml 기획 (+히알루B5 세럼 3ml),라로슈포제,"49,000","['내용물의 용량 또는 중량 15ml + 3ml', '제품 주요 사양 민감성 피부 및 모든 피부에 사용 적합', '사용기한(또는 개봉 후 사용기간) 제조일로부터 3년 이내 / 1년 6개월이상 남은 제품부터 순차적 배송', '사용방법 히알루 아이 세럼', '아침 저녁,스포이드에 적당량을담아 마사지팁 을 활용하여 눈주변을 마사지하듯 롤링하여 흡수시켜 줍니다.', '', '히알루 세럼', '세안 후 세럼/에센스 단계에서 적당량을 덜어 얼굴과 목에 부드럽게 펴 발라줍', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 엘오케이(유)', '제조국 프랑스', '화장품법에 따라 기재해야 하는 모든 성분 히알루 아이 세럼', '정제수 글리세린 하이드록시에틸피페라진에탄설포닉애씨드 나이아신아마이드 펜틸렌글라이콜 판테놀 소듐하이알루로네이트 카페인 아스코빌글루코사이드 하이드록시아세토페논 카프릴릴글라이콜 시트릭애씨드 트라이소듐에틸렌다이아민다이석시네이트', '', '히알루 세럼', '정제수 글리세린 변성알코올 프로필렌글라이콜 판테놀 펜틸렌글라이콜 디메치콘 피이지-6카프릴릭/카프릭글리세라이드 피피지-6-데실테트라데세스-30 글리세릴이소스테아레이트 마데카소사이드 소듐하이알루로네이트 암모늄폴리아크릴로일디메칠타우레이트 디소듐이디티에이 하이드롤라이즈드하이알루로닉애씨드 카프릴릴글라이콜 시트릭애씨드 잔탄검 부틸렌글라이콜 토코페롤 페녹시에탄올 향료', '기능성 화장품 식품의약품안전처 심사필 여부 화장품법에 따른 기능성 화장품 심사(또는 보고)를 필함', '사용할 때의 주의사항 *더 자세한 내용은 각 제품 포장에 기재된 주의사항 참고*', '1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것', '2. 상처가 있는 부위 등에는 사용을 자제할 것', '3. 보관 및 취급 시의 주의사항', '1) 어린이의 손이 닿지 않는 곳에 보관할 것', '2) 직사광선을 피해서 보관할 것', ""품질보증기준 본 제품에 이상이 있을 경우, 공정거래위원회 고시 품목별 '소비자 분쟁 해결 기준' 에 의해 보상해드립니다."", '소비자상담 전화번호 라로슈포제 고객케어 센터 080-344-0088']","['./prdimgs/page_12_prd_9_thumb1.jpg', './prdimgs/page_12_prd_9_thumb2.jpg']"
[NEW]브링그린 징크테카1.2%흔적세럼25mL 더블기획,브링그린,"39,600","['내용물의 용량 또는 중량 ■ 본품 25mLX2ea', '제품 주요 사양 모든 피부용', '사용기한(또는 개봉 후 사용기간) 제조일로부터 30개월, 개봉 후 12개월', '사용방법 내용물을 적당량 덜어 피부결을 따라 부드럽게 펴 발라준 후 흡수시켜 줍니다.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 화장품제조업자 : 한국콜마(주) /화장품책임판매업자 : 씨제이올리브영주식회사', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 정제수, 에톡시다이글라이콜, 메틸프로판다이올, 메틸글루세스-20, 1,2-헥산다이올, 나이아신아마이드, 병풀추출물, 티트리추출물, 티트리잎추출물, 티트리꽃/잎/줄기추출물, 몰로키아잎추출물**, 신선초추출물**, 연꽃뿌리추출물**, 오크라열매추출물**, 참마뿌리추출물**, 하이드로제네이티드레시틴, 티트리잎수, 티트리잎오일, 옥틸도데칸올, 옥틸도데세스-16, 아시아티코사이드*(4,800ppm), 마데카식애씨드*(3,600ppm), 글라이코리피드, 아시아틱애씨드*(3,600ppm), C12-13알케스-9, 카보머, 트로메타민, 피브이피, 소듐폴리아크릴레이트, 다이소듐이디티에이, 4-터피네올, 징크피씨에이(1ppm), 에틸헥실글리세린', '기능성 화장품 식품의약품안전처 심사필 여부 화장품법에 따른 기능성 화장품 심사(또는 보고)를 필함', '사용할 때의 주의사항 1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용 부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우에는 전문의 등과 상담할 것 2. 상처가 있는 부위 등에는 사용을 자제할 것 3. 보관 및 취급 시 주의사항 가) 어린이의 손이 닿지 않는 곳에 보관할 것 나) 직사광선을 피해서 보관할 것 4. 눈 주위를 피하여 사용할 것 5. 만 3세 이하 영유아에게는 사용하지 말 것', ""품질보증기준 본 상품에 이상이 있을 경우 공정거래위원회 고시 ‘소비자분쟁해결기준'에 의거 보상해 드립니다."", '소비자상담 전화번호 고객 서비스 센터 : 1577-4887']",['./prdimgs/page_12_prd_10_thumb1.jpg']
[NEW] 피지오겔 사이언수티컬즈 데일리뮨 글로우 에센스 100ML,피지오겔,"60,000","['내용물의 용량 또는 중량 100ml', '제품 주요 사양 모든피부용', '사용기한(또는 개봉 후 사용기간) 제조일자로부터 24개월', '사용방법 아침 저녁 스킨케어 단계에서 적당량을 덜어 얼굴 및 목 피부에 피부결을 따라 부드럽게 펴 발라주세요.', '화장품제조업자,화장품책임판매업자 및 맞춤형화장품판매업자 ■ (주)엘지생활건강', '제조국 대한민국', '화장품법에 따라 기재해야 하는 모든 성분 ""정제수, 다이프로필렌글라이콜, 프로판다이올, 글리세린, 트레할로오스, 변성알코올, 판테놀, 에칠아스코빌에텔(3-O-에틸아스코빅애씨드), 글라이코실트레할로오스, 페룰릭애씨드, 토코페롤, 소듐하이알루로네이트, 세라마이드엔피, 스쿠알란, 돌콩오일, 다마스크장미꽃오일, 베티버뿌리오일, 육계잎오일, 생강오일, 후추열매오일, 1,2-헥산다이올, 잇꽃꽃추출물, 카카오씨추출물, 솔비톨, 알란토인, 덱스트린, 다이글리세린, 소듐시트레이트, 시트릭애씨드, 하이드로제네이티드스타치하이드롤리세이트, 다이에톡시에틸석시네이트, 폴리글리세릴-10스테아레이트, 폴리글리세릴-10올리에이트, 카프릴릭/카프릭트라이글리세라이드, 하이드로제네이티드레시틴, 다이소듐이디티에이', '기능성 화장품 식품의약품안전처 심사필 여부 해당사항 없음', '사용할 때의 주의사항 사용 시의 주의사항 1) 화장품 사용 시 또는 사용후 직시광선에 의하여 사용부위가 붉은 반점,', '부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것.', '2) 상처가 있는 부위 등에는 사용을 자제할 것 3) 보관 및 직급 시의 주의사한 가) 어린이의 손이', '| 담지 않는 곳에 보관할 것 다) 직사광선을 피하서 보관', '보관 및 취급시 주의사항 1) 고함량의 비타민C가 밀폐되어있어 오픈 시 스리가 날 수 있습니다.', '2) 비타민 제품은 산화로 인한 변색이 발생한 수 있어 개봉 후 3개월 이내 사용을 권장합니다.', 'B) 비타민 제품 특성상 피부 감수성을 증가시킬 수 있어 제품 사용 전후 단계에 다른 제품은', '함께 사용하는 것을 권장합니다. 4) 피부 관리나 자극으로 예민해진 부위, 상처 난 부위들은 피해서', '사용해 주세요. 5) 고온과 직사광선을 피해주시고 사용 후에는 반드시 마개를 담아 보관해 주세요.', '품질보증기준 본제품은 공정거래위원회 고시에 의거 보상받을수 있습니다..', '소비자상담 전화번호 080-023-7007']","['./prdimgs/page_12_prd_11_thumb1.jpg', './prdimgs/page_12_prd_11_thumb2.jpg']"
