question,answers
"... 제가 오늘 젤다의전설 야숨을 시작했는데요 사진에 나와있드시 엔딩까지 다하고... 맵을 밝히고, 코로그를 찾거나, 나머지 사당을 공략하거나 하는 것이죠 2. '처음부터'는 말...","[""사진이 없습니다만\n대충 내용을 알겠기에 답변 드립니다.\n1. 엔딩을 다 보고 나면\n(예상컨대) 아마 사진이라고 하시는 '메인 타이틀 화면'으로 나가게 되는데요\n거기서 별다른 메뉴가 새로 생기지 않고\n'이어하기'로 계속 진행합니다.\n그러면 ★ 표시가 하나 붙은 자동저장 데이터가 하나 생겨 있는데\n들어가 보면 '가논 잡기 직전' 상태입니다.\n그게 '엔딩을 한번(이상) 본' 상태인 것이고\n여전히 가논을 잡기 전 상태에서\n나머지 모험을 계속할 수 있습니다.\n맵을 밝히고, 코로그를 찾거나, 나머지 사당을 공략하거나 하는 것이죠\n2. '처음부터'는 말 그대로 \n링크가 회생의 사당에서 깨어나는 처음부터 '새로' 게임을 시작하는 겁니다.\n그동안 업그레이드 했던 하트/스태미나 싹 없어지고\n처음 팩을 꽂아 실행하듯 되는 거지요\n당장은 방금까지 하던 저장 데이터가 남아있지만\n처음부터 새 게임 시작한 데에서 저장을 하면 이전 데이터는 덮어씌워져 날아가 버립니다.\n하다가 재미있어서 처음부터 다시 맛을 보고 싶으시다면\n차라리 '사용자 추가'를 해서 새 게임을 해 보는 방법을 권합니다.\n그러면 내가 이전에 하던 사용자에 기존 진행 데이터가 살아있으니까요\n3. 일단 말씀드렸듯이\n엔딩을 보고 나서도 '가논을 잡기 전' 상태이기 때문에\n가논을 잡는 거는 몇 번이고 다시 할 수 있습니다.\n저는 가논 잡는 영상 찍어서 남기려고 몇 번이고 토벌을 했었는데요\n(원하는 깔끔한 플레이가 잘 안 나와서.. ㅎ)\n해 보시면 알겠지만\n최종 보스인 주제에 가논 토벌은 그리 난이도가 높지 않습니다.\n오히려 중간중간 지나쳤던 '이벤트 배틀' 수준입니다.\n그러니 보스전 자체를 즐기려고 다시 가논을 잡을 필요성은 많이 없을 거고요\n(저처럼 깔끔한 플레이.. 노히트 토벌.. 등 영상을 남기고 싶다든지 하는 거 아니면)\n그런데 \n4신수의 커스 가논은 한번 잡고 나면 끝입니다.\n심지어 영걸의 능력을 받고 나면 신수 안으로 다시 들어갈 수 없지요\n다만\n혹 DLC를 구해서 적용한다면\n추가 챌린지를 통해 해당 커스가논과 다시 싸우게 되는데\n그건 실제로 신수 안에 들어가는 개념이 아니라 '회상 속'에서 재 전투를 하는 거라서\n제한된 장비가 주어지고, 이기더라도 크게 보상이 없습니다.\n그냥 콘트롤 재미삼아 다시 잡아보는 건데 그 '회상 속 전투'는 몇 번이고\n재전투 가능합니다... DLC 있어야 가능한 콘텐츠입니다."", '     게임에 빠져 사는 ᵔᴥᵔ게임광ᵔᴥᵔ\u200d 인사드립니다 ꒰⸝⸝•ᴗ•⸝⸝꒱੭⁾⁾\n        최대한 간결하고 정확한 답변 드려볼게요!\n    질문에 대한 답변: \n  젤다의전설 야생의숨결에서 엔딩까지 진행한 후에는 여전히 게임을 즐길 수 있습니다. 엔딩 이후에는 게임을 처음부터 다시 시작할 필요는 없고, 여전히 돌아다니며 탐험하고 퀘스트를 해결할 수 있습니다. \n 신수와 가논을 다시 잡을 수도 있습니다. 처음부터는 게임의 시작 부분을 말하는 것으로, 게임의 이야기와 캐릭터를 소개합니다.\n  ᵔᴥᵔ답변에 만족하셨다면 채택 부탁드려요ᵔᴥᵔ\n         ᵔᴥᵔ궁금하신점이 또 있으시다면 추가질문을 부탁드리겠습니다ᵔᴥᵔ\n ']"
"동굴 안에 벌집이 있길래 화살로 쐈는데 이거 나무문 어떻게 열어요? 화살 종류중에 불의 하살이나 폭탄 화살로 쏘시거나, 화염 속성 무기로 공격하시거나 가장 쉬운...","['여기다가 불을 지르거나 아니면 폭탄 놓고 터트리면 될 거 같아요.', '화살 종류중에 불의 하살이나 폭탄 화살로 쏘시거나,\n화염 속성 무기로 공격하시거나\n가장 쉬운 방법으로는 모닥불을 만든 뒤,\n화살에다가 불을 붙이거나 나뭇가지에 물을 붙혀서\n나무를 태우는 것 입니다']"
... 완벽공략있으신분 내공1000겁니다. -성 시내- 하이랄 성의 성벽 안에 만들어진... 여기까지는 시내에서의 공략이었습니다. 먹튀방지를 위해 여기까지 쓰겠습니다....,"['-성 시내-\n하이랄 성의 성벽 안에 만들어진 하이랄 왕국 최대의 도시.\n평원에서 몬스터의 침입을 막기 위해 다리는 매일 밤 18:00에 닫고 다음날 아침 6:00에 열기 때문에,\n그동안은 들어갈수도 나갈수도 없다.', '[마을 지도]', '-병사대기소-\n- 병사 대기소에서 나무상자에 회전공격을 하면 속에서 황금 스타루츄라가 나온다.\n- 3DS판에서는 폭탄으로만 상자가 부서지는 것을 확인.(회전베기 스킬을 습득 후 해봐도 부서지지 않는다)', '-하트조각-\n- 개를 기르고 있는 아줌마의 집(민가A)까지 애완견 리챠드를 데려오면 하트조각을 받을 수 있다.\n- 보무츄 볼링 경품 중 하나가 하트조각이 있다.\n- 뽑기가게의 마지막 보물상자에 하트조각이 들어있다. (우물의 바닥에서 사용할 수 있는 참안경을 사용하면 낙승)\n-시내에서 할 일-', '3개의 정령석과 시간의 오카리나를 손에 넣으면, 시간의 신전으로 향한다.\n신전의 석판 앞에서 노래를 부르면 정령석이 반응하고 시간의 문이 열린다. 문의 안쪽에서 \n마스터 소드로 받침대에서 휘두르면\n7년의 세월이 흘러 현자사이에서 일어나 , 현자 라울에게 설명을 듣게 되고 \n""빛의 메달""을 받아 성인 시대의 모험이 펼쳐진다.\n여기까지는 시내에서의 공략이었습니다.\n먹튀방지를 위해 여기까지 쓰겠습니다.\n채택해주시고 메일주소 남겨주세요.']"
... 캐야해요ㅜㅜㅜ 젤다의 전설은 내가 파고들어 탐험하는 맛인데요... 공략이나 스포 상관 없으시면 나무위키 자료 정리 잘 돼 있으니 추천합니다. 아직 야숨만큼...,"[""젤다의 전설은 내가 파고들어 탐험하는 맛인데요...\n공략이나 스포 상관 없으시면\n나무위키 자료 정리 잘 돼 있으니 추천합니다.\n아직 야숨만큼 퍼펙트하지는 않지만\n지역이나 퀘스트, 기능, 아이템 등 설명 도움 되실 거고요\n루피 노가다 하시려면\n광물만 캐지 마시고\n동물 사냥해서 \n고기 요리해서 파는 것 (최대 5개까지 한꺼번에 요리)\n그게 빠를 거 같네요\n여유있는 식재료는 뭐든 '요리'해서 판매하면 루피를 2~3배 더 받습니다.\n재료 처분하실 때 참고하세요""]"
젤다의 전설 야숨 번개의 신수 공략이랑 커스가논 공략부탁드립니다ㅜㅜ 하트는 3개입니다 번개의 신수가 신수들 중에서 가장 강해서 마지막에 공략하시는 걸 추천드려요....,['번개의 신수가 신수들 중에서 가장 강해서 마지막에 공략하시는 걸 추천드려요. (미파-다르케르-리발-우르보사 이 순서가 가장 좋아요) 그래도 번개의 신수 먼저 공략하시고 싶으시다면 무기랑 방어구 잘 준비해주시고 맥스 두리안이나 맥스 배스로 만든 요리 드시면서 하면 됩니다. (의상도 업그레이드 시켜놓으면 방어력이 더 강해집니당)\n신수 내부 공략은 유튭이나 인터넷 찾아보시면서 하는게 빨라요']
공략 보면서 바 루타 신수 공략중이긴 한데 아이스메이커 만들어서 올라가서 점프하면서 공중에서 활 하면 슬로우 걸리면서 맞춰야 하는데 아이스메이커에 올라가서 점프를...,"[""아무래도 점프 한 후에 지형이 '물'인 경우 \n다이빙이 디폴트이기 때문에\n점프키를 한 번만 누르면 \n다이빙 모션이 되어 버리는데요\n그래서 점프 하자마자 키를 한 번 더 누르면\n(약간 점프키를 처음부터 두 번 누르는 느낌)\n패러세일 펴게 되는데 그 타이밍에\n활을 당겨 보세요\n아니면 \n앞으로 점프가 아니라\n커스 가논을 주목한 상태로 (ZL)\n뒤로 백플립 점프를 하면서 활을 쏘면 불릿 타임 걸리기도 합니다.\n둘 다 해 보시고 잘 되는 방법으로 해 보세요""]"
젤다의 전설 낙타신수 공략법좀 알려주세요ㅜㅜ 1. 뇌명의 투구 찻으로 이가단 아지트 가기 주의:이가단 아지트는 저장이 않됨 죽으면 처음 부터임 2. 코가님이랑 싸워서...,['1. 뇌명의 투구 찻으로 이가단 아지트 가기\n주의:이가단 아지트는 저장이 않됨 죽으면 처음 부터임\n2. 코가님이랑 싸워서 이기기\n팁: 화살이랑 마그냇 캐치 이용하기\n3.나보리스에 다가간 후 폭탄화살로 발을 저격하기 (발 하나당 2개가 소모)\n4.신수 안으로 진입후 4개의 제어 단말 해제하기\n5.커스가논 1페는 다르케를 있으면 그걸로 돌진 때서 스턴걸고 조패면 됨(러쉬잘하면 백점프로 러쉬하자)\n2페는 마그넷 캐치로 못? 같은걸 잡아서 커스 가논에게 맟추면 생난리를 치며 날라감 (이때는 화살도 가능)\n그리고 또 돌진을 하는데 이번에는 여러변 휘두르니까 백점프 2번해야 러쉬터짐\n여차여차해서 잡으면 끝']
젤다의 전설 야생의 숨결 피지컬 많이 중요한가요? 하도 갓겜이라고해서 해보고 싶은데... 진짜 실력이 없으시면 튜토리얼할때 막히는거 있으면 공략보시는걸 추천드립니다,"['젤다 야숨은 피지컬과는 거의 관련이 없을정도로 쉽습니다 저도 처음 젤다 야숨할때 좀 많이 버벅거렸는데 지금은 몬스터 학살중입니다ㅋㅋ 진짜 실력이 없으시면 튜토리얼할때 막히는거 있으면 공략보시는걸 추천드립니다', '익숙해지면 크게 어렵지 않습니다. 특히 던전은 사실상 퍼즐이라서 진득하게 플레이 하시면 됩니다.']"
"... 질문에 대한 답변: 사실, 젤다의 전설: 야숨은 엔딩을 보고 나면 게임을 계속해서 즐길 수 있어요. 엔딩 이후에도 퀘스트를 완료하거나 공략을 이어갈 수 있고, 보스들을...","['엔딩 보고 나면 엔딩 이전으로 돌아가서 다시 시작합니다. 젤다의 전설 시리즈 전체가 그렇고요. 당연히 엔딩 이후에도 게임을 멀쩡하게 즐길 수 있죠. 잡았던 보스들은 신수 커스 가논은 못 잡기는 하는데 이것도 dlc 구입해서 퀘스트 깨면 무한정으로 다시 잡을 수 있고요. ', '   게임에 빠져 사는 ᵔᴥᵔ게임광ᵔᴥᵔ\u200d 인사드립니다 ꒰⸝⸝•ᴗ•⸝⸝꒱੭⁾⁾\n       최대한 간결하고 정확한 답변 드려볼게요!\n   질문에 대한 답변: \n  사실, 젤다의 전설: 야숨은 엔딩을 보고 나면 게임을 계속해서 즐길 수 있어요. 엔딩 이후에도 퀘스트를 완료하거나 공략을 이어갈 수 있고, 보스들을 다시 전투할 수도 있어요. \n 게임은 스토리형이기도 하지만, 자유로운 탐험과 모험 요소도 많이 있어요. 그래서 엔딩 이후에도 여러가지로 게임을 즐길 수 있어요.\n ᵔᴥᵔ답변에 만족하셨다면 채택 부탁드려요ᵔᴥᵔ\n         ᵔᴥᵔ궁금하신점이 또 있으시다면 추가질문을 부탁드리겠습니다ᵔᴥᵔ\n  ']"
"... 젤다의 전설에서는 어려운 상황에서도 참신한 아이템과 공략법을 활용하여 문제를 해결할 수 있어요. 여기까지 알려드렸는데, 혹시 더 궁금한 점이 있으신가요? 도움이...","['  게임에 빠져 사는 ᵔᴥᵔ게임광ᵔᴥᵔ\u200d 인사드립니다 ꒰⸝⸝•ᴗ•⸝⸝꒱੭⁾⁾\n    최대한 간결하고 정확한 답변 드려볼게요!\n  질문에 대한 답변: \n 네, 젤다의 전설 왕눈 밑빠진 동굴에서는 왼쪽으로 가시면 도움이 될 것입니다. 왼쪽으로 가면 원통동굴에 요리 재료를 찾을 수 있습니다. \n  음식이 부족하신 경우 원통동굴에서 필요한 재료를 얻으실 수 있을 것입니다.\n  ᵔᴥᵔ답변에 만족하셨다면 채택 부탁드려요ᵔᴥᵔ\n        ᵔᴥᵔ궁금하신점이 또 있으시다면 추가질문을 부탁드리겠습니다ᵔᴥᵔ\n  ', '안녕하세요. 답변드려요.\n젤다의 전설 왕눈 밑빠진 동굴에서 음식이 부족하다고요? 걱정하지 마세요! 저희가 여러분을 도와드릴게요.\n1. 먼저, 동굴 출구에서 왼쪽으로 가는 것이 좋습니다. 왼쪽으로 가면 더 많은 음식과 도움을 받을 수 있을 거예요.\n2. 만약 왼쪽으로 가도 따끈따근 열매가 없다면, 원통동굴에 가보세요. 원통동굴에는 요리 재료나 열매를 구할 수 있는 아이템이 있을 수 있어요.\n이렇게 해서 음식을 충분히 구하고 체력을 회복한 후에는 다시 왕눈 밑빠진 동굴로 돌아와서 퀘스트를 계속 진행하세요. 젤다의 전설에서는 어려운 상황에서도 참신한 아이템과 공략법을 활용하여 문제를 해결할 수 있어요.\n여기까지 알려드렸는데, 혹시 더 궁금한 점이 있으신가요? 도움이 되었으면 좋겠어요!\n채택 부탁합니다.    ', '안녕하세요. 답변드립니다.\n전설의 젤다 게임에서 왕눈 밑빠진 동굴에 있다면, 음식이 부족하고 원통동굴에 열매가 없다고 하셨군요. 동굴 출구에서 어느 쪽으로 가야하는지 궁금하신 것 같습니다. 저는 여러분께서 왼쪽으로 가시는 것을 추천드립니다. \n왜냐하면 왕눈 밑빠진 동굴은 동굴 중간에 위치하고 있으며, 출구에서 왼쪽으로 갈 경우에는 더 많은 음식과 따끈따근한 열매를 찾을 수 있을 것으로 예상되기 때문입니다. 그리고 원통동굴에도 요구르트와 같은 다른 음식들이 많이 있을 것입니다. \n따라서, 동굴 출구에서 왼쪽으로 가시면 음식 부족 문제를 해결할 수 있을 것입니다. 좋은 여행 되세요!\n도움 되시기 바랍니다.    ']"
